rank,name,boardlife_link,players,players_min,players_max,genre,rating,shopping_link,google_link
287,센추리: 골렘 에디션,https://boardlife.co.kr/game/9344,2~5명,2,5,전략게임,7.438,https://search.shopping.naver.com/search/all?query=센추리: 골렘 에디션 보드게임,https://www.google.com/search?q=센추리: 골렘 에디션 보드게임
288,비티컬처,https://boardlife.co.kr/game/2093,2~6명,2,6,전략게임,7.436,https://search.shopping.naver.com/search/all?query=비티컬처 보드게임,https://www.google.com/search?q=비티컬처 보드게임
289,러브크래프트 레터,https://boardlife.co.kr/game/9136,2~6명,2,6,가족게임,7.432,https://search.shopping.naver.com/search/all?query=러브크래프트 레터 보드게임,https://www.google.com/search?q=러브크래프트 레터 보드게임
290,레이징 로봇,https://boardlife.co.kr/game/18144,1~6명,1,6,전략게임,7.431,https://search.shopping.naver.com/search/all?query=레이징 로봇 보드게임,https://www.google.com/search?q=레이징 로봇 보드게임
291,퍼스트 클래스,https://boardlife.co.kr/game/7707,2~4명,2,4,전략게임,7.424,https://search.shopping.naver.com/search/all?query=퍼스트 클래스 보드게임,https://www.google.com/search?q=퍼스트 클래스 보드게임
292,오를로이: 프라하 천문시계,https://boardlife.co.kr/game/21270,1~4명,1,4,전략게임,7.422,https://search.shopping.naver.com/search/all?query=오를로이: 프라하 천문시계 보드게임,https://www.google.com/search?q=오를로이: 프라하 천문시계 보드게임
293,오스티아,https://boardlife.co.kr/game/15279,1~4명,1,4,전략게임,7.421,https://search.shopping.naver.com/search/all?query=오스티아 보드게임,https://www.google.com/search?q=오스티아 보드게임
294,롤 포 더 갤럭시,https://boardlife.co.kr/game/2233,2~5명,2,5,전략게임,7.421,https://search.shopping.naver.com/search/all?query=롤 포 더 갤럭시 보드게임,https://www.google.com/search?q=롤 포 더 갤럭시 보드게임
295,위대한 달무티,https://boardlife.co.kr/game/968,4~8명,4,8,파티게임,7.420,https://search.shopping.naver.com/search/all?query=위대한 달무티 보드게임,https://www.google.com/search?q=위대한 달무티 보드게임
296,플립타운,https://boardlife.co.kr/game/7992,1~4명,1,4,전략게임,7.420,https://search.shopping.naver.com/search/all?query=플립타운 보드게임,https://www.google.com/search?q=플립타운 보드게임
297,랭카스터,https://boardlife.co.kr/game/442,2~5명,2,5,전략게임,7.418,https://search.shopping.naver.com/search/all?query=랭카스터 보드게임,https://www.google.com/search?q=랭카스터 보드게임
298,티켓 투 라이드: 노르딕,https://boardlife.co.kr/game/182,2~3명,2,3,가족게임,7.416,https://search.shopping.naver.com/search/all?query=티켓 투 라이드: 노르딕 보드게임,https://www.google.com/search?q=티켓 투 라이드: 노르딕 보드게임
299,위너스 서클 2판,https://boardlife.co.kr/game/5978,2~6명,2,6,가족게임,7.416,https://search.shopping.naver.com/search/all?query=위너스 서클 2판 보드게임,https://www.google.com/search?q=위너스 서클 2판 보드게임
300,기즈모,https://boardlife.co.kr/game/9789,2~4명,2,4,가족게임,7.413,https://search.shopping.naver.com/search/all?query=기즈모 보드게임,https://www.google.com/search?q=기즈모 보드게임
