rank,name,boardlife_link,players,players_min,players_max,genre,rating,shopping_link,google_link
158,기도하고 일하라,https://boardlife.co.kr/game/258,1~4명,1,4,전략게임,7.632,https://search.shopping.naver.com/search/all?query=기도하고 일하라 보드게임,https://www.google.com/search?q=기도하고 일하라 보드게임
159,카르카손,https://boardlife.co.kr/game/135,2~5명,2,5,가족게임,7.629,https://search.shopping.naver.com/search/all?query=카르카손 보드게임,https://www.google.com/search?q=카르카손 보드게임
160,원더랜드 워,https://boardlife.co.kr/game/14406,2~5명,2,5,전략게임,7.628,https://search.shopping.naver.com/search/all?query=원더랜드 워 보드게임,https://www.google.com/search?q=원더랜드 워 보드게임
161,인쉬,https://boardlife.co.kr/game/577,2명,2,2,추상게임,7.623,https://search.shopping.naver.com/search/all?query=인쉬 보드게임,https://www.google.com/search?q=인쉬 보드게임
162,티켓 투 라이드: 유럽,https://boardlife.co.kr/game/178,2~5명,2,5,가족게임,7.623,https://search.shopping.naver.com/search/all?query=티켓 투 라이드: 유럽 보드게임,https://www.google.com/search?q=티켓 투 라이드: 유럽 보드게임
163,크베들린부르크의 돌팔이 약장수,https://boardlife.co.kr/game/9737,2~4명,2,4,가족게임,7.621,https://search.shopping.naver.com/search/all?query=크베들린부르크의 돌팔이 약장수 보드게임,https://www.google.com/search?q=크베들린부르크의 돌팔이 약장수 보드게임
164,코드네임,https://boardlife.co.kr/game/5516,2~8명,2,8,파티게임,7.620,https://search.shopping.naver.com/search/all?query=코드네임 보드게임,https://www.google.com/search?q=코드네임 보드게임
165,태양 너머로,https://boardlife.co.kr/game/13259,2~4명,2,4,전략게임,7.619,https://search.shopping.naver.com/search/all?query=태양 너머로 보드게임,https://www.google.com/search?q=태양 너머로 보드게임
166,디스 워 오브 마인: 보드게임,https://boardlife.co.kr/game/6676,1~6명,1,6,테마게임,7.618,https://search.shopping.naver.com/search/all?query=디스 워 오브 마인: 보드게임 보드게임,https://www.google.com/search?q=디스 워 오브 마인: 보드게임 보드게임
167,사무라이,https://boardlife.co.kr/game/5270,2~4명,2,4,전략게임,7.616,https://search.shopping.naver.com/search/all?query=사무라이 보드게임,https://www.google.com/search?q=사무라이 보드게임
168,엘 그란데,https://boardlife.co.kr/game/221,2~5명,2,5,전략게임,7.615,https://search.shopping.naver.com/search/all?query=엘 그란데 보드게임,https://www.google.com/search?q=엘 그란데 보드게임
169,테러스케이프,https://boardlife.co.kr/game/16946,2~4명,2,4,테마게임,7.615,https://search.shopping.naver.com/search/all?query=테러스케이프 보드게임,https://www.google.com/search?q=테러스케이프 보드게임
170,캐슬 콤보,https://boardlife.co.kr/game/19937,2~5명,2,5,가족게임,7.615,https://search.shopping.naver.com/search/all?query=캐슬 콤보 보드게임,https://www.google.com/search?q=캐슬 콤보 보드게임
171,전국: 첫 번째 제국,https://boardlife.co.kr/game/17373,1~4명,1,4,전략게임,7.615,https://search.shopping.naver.com/search/all?query=전국: 첫 번째 제국 보드게임,https://www.google.com/search?q=전국: 첫 번째 제국 보드게임
172,디크립토,https://boardlife.co.kr/game/9772,3~8명,3,8,파티게임,7.607,https://search.shopping.naver.com/search/all?query=디크립토 보드게임,https://www.google.com/search?q=디크립토 보드게임
173,킵 더 히어로즈 아웃!,https://boardlife.co.kr/game/15210,1~4명,1,4,테마게임,7.605,https://search.shopping.naver.com/search/all?query=킵 더 히어로즈 아웃! 보드게임,https://www.google.com/search?q=킵 더 히어로즈 아웃! 보드게임
174,히트: 질주의 열기,https://boardlife.co.kr/game/15778,1~6명,1,6,가족게임,7.604,https://search.shopping.naver.com/search/all?query=히트: 질주의 열기 보드게임,https://www.google.com/search?q=히트: 질주의 열기 보드게임
175,테인티드 그레일: 아발론의 몰락,https://boardlife.co.kr/game/10349,1~4명,1,4,테마게임,7.602,https://search.shopping.naver.com/search/all?query=테인티드 그레일: 아발론의 몰락 보드게임,https://www.google.com/search?q=테인티드 그레일: 아발론의 몰락 보드게임
176,서버비아 콜렉터스 에디션,https://boardlife.co.kr/game/10810,1~5명,1,5,전략게임,7.601,https://search.shopping.naver.com/search/all?query=서버비아 콜렉터스 에디션 보드게임,https://www.google.com/search?q=서버비아 콜렉터스 에디션 보드게임
177,키플라워,https://boardlife.co.kr/game/83,2~6명,2,6,전략게임,7.600,https://search.shopping.naver.com/search/all?query=키플라워 보드게임,https://www.google.com/search?q=키플라워 보드게임
178,스카우트,https://boardlife.co.kr/game/12169,2~5명,2,5,가족게임,7.597,https://search.shopping.naver.com/search/all?query=스카우트 보드게임,https://www.google.com/search?q=스카우트 보드게임
179,레이스 포 더 갤럭시,https://boardlife.co.kr/game/809,2~4명,2,4,전략게임,7.591,https://search.shopping.naver.com/search/all?query=레이스 포 더 갤럭시 보드게임,https://www.google.com/search?q=레이스 포 더 갤럭시 보드게임
180,언락 5,https://boardlife.co.kr/game/11647,1~6명,1,6,테마게임,7.588,https://search.shopping.naver.com/search/all?query=언락 5 보드게임,https://www.google.com/search?q=언락 5 보드게임
181,고아,https://boardlife.co.kr/game/817,2~4명,2,4,전략게임,7.586,https://search.shopping.naver.com/search/all?query=고아 보드게임,https://www.google.com/search?q=고아 보드게임
182,리바이브,https://boardlife.co.kr/game/15776,1~4명,1,4,전략게임,7.584,https://search.shopping.naver.com/search/all?query=리바이브 보드게임,https://www.google.com/search?q=리바이브 보드게임
183,워터딥의 군주들,https://boardlife.co.kr/game/566,2~5명,2,5,전략게임,7.575,https://search.shopping.naver.com/search/all?query=워터딥의 군주들 보드게임,https://www.google.com/search?q=워터딥의 군주들 보드게임
184,슬레이 더 스파이어,https://boardlife.co.kr/game/16124,1~4명,1,4,전략게임,7.575,https://search.shopping.naver.com/search/all?query=슬레이 더 스파이어 보드게임,https://www.google.com/search?q=슬레이 더 스파이어 보드게임
185,언락 1,https://boardlife.co.kr/game/7929,2~6명,2,6,테마게임,7.574,https://search.shopping.naver.com/search/all?query=언락 1 보드게임,https://www.google.com/search?q=언락 1 보드게임
186,광기의 저택,https://boardlife.co.kr/game/414,2~5명,2,5,테마게임,7.574,https://search.shopping.naver.com/search/all?query=광기의 저택 보드게임,https://www.google.com/search?q=광기의 저택 보드게임
187,프로스트헤이븐,https://boardlife.co.kr/game/14405,1~4명,1,4,전략게임,7.573,https://search.shopping.naver.com/search/all?query=프로스트헤이븐 보드게임,https://www.google.com/search?q=프로스트헤이븐 보드게임
188,1830: 철도 회사와 강도남작,https://boardlife.co.kr/game/553,2~7명,2,7,전략게임,7.573,https://search.shopping.naver.com/search/all?query=1830: 철도 회사와 강도남작 보드게임,https://www.google.com/search?q=1830: 철도 회사와 강도남작 보드게임
189,보이드폴,https://boardlife.co.kr/game/14527,1~4명,1,4,전략게임,7.571,https://search.shopping.naver.com/search/all?query=보이드폴 보드게임,https://www.google.com/search?q=보이드폴 보드게임
190,베일 오브 이터니티,https://boardlife.co.kr/game/17540,2~4명,2,4,전략게임,7.569,https://search.shopping.naver.com/search/all?query=베일 오브 이터니티 보드게임,https://www.google.com/search?q=베일 오브 이터니티 보드게임
191,천국과 맥주,https://boardlife.co.kr/game/8947,2~4명,2,4,전략게임,7.568,https://search.shopping.naver.com/search/all?query=천국과 맥주 보드게임,https://www.google.com/search?q=천국과 맥주 보드게임
192,칸반: 오토모티브 레볼루션,https://boardlife.co.kr/game/3640,2~4명,2,4,전략게임,7.568,https://search.shopping.naver.com/search/all?query=칸반: 오토모티브 레볼루션 보드게임,https://www.google.com/search?q=칸반: 오토모티브 레볼루션 보드게임
193,한자 토이토니카,https://boardlife.co.kr/game/375,2~5명,2,5,전략게임,7.566,https://search.shopping.naver.com/search/all?query=한자 토이토니카 보드게임,https://www.google.com/search?q=한자 토이토니카 보드게임
194,저스트 원,https://boardlife.co.kr/game/10362,3~7명,3,7,파티게임,7.563,https://search.shopping.naver.com/search/all?query=저스트 원 보드게임,https://www.google.com/search?q=저스트 원 보드게임
195,데드 오브 윈터: 크로스로드 게임,https://boardlife.co.kr/game/3508,2~5명,2,5,테마게임,7.561,https://search.shopping.naver.com/search/all?query=데드 오브 윈터: 크로스로드 게임 보드게임,https://www.google.com/search?q=데드 오브 윈터: 크로스로드 게임 보드게임
196,업세션,https://boardlife.co.kr/game/11808,1~4명,1,4,전략게임,7.558,https://search.shopping.naver.com/search/all?query=업세션 보드게임,https://www.google.com/search?q=업세션 보드게임
197,미스터리 파티 시리즈 : 몇 번이고 푸른 달에 불을 붙였다,https://boardlife.co.kr/game/12224,6~7명,6,7,정보 없음,7.553,https://search.shopping.naver.com/search/all?query=미스터리 파티 시리즈 : 몇 번이고 푸른 달에 불을 붙였다 보드게임,https://www.google.com/search?q=미스터리 파티 시리즈 : 몇 번이고 푸른 달에 불을 붙였다 보드게임
198,디셉션: 홍콩 살인사건,https://boardlife.co.kr/game/5352,4~12명,4,12,파티게임,7.550,https://search.shopping.naver.com/search/all?query=디셉션: 홍콩 살인사건 보드게임,https://www.google.com/search?q=디셉션: 홍콩 살인사건 보드게임
199,상트페테르부르크,https://boardlife.co.kr/game/416,2~4명,2,4,전략게임,7.549,https://search.shopping.naver.com/search/all?query=상트페테르부르크 보드게임,https://www.google.com/search?q=상트페테르부르크 보드게임
200,라 그랑하,https://boardlife.co.kr/game/4065,1~4명,1,4,전략게임,7.548,https://search.shopping.naver.com/search/all?query=라 그랑하 보드게임,https://www.google.com/search?q=라 그랑하 보드게임
201,스탁파일,https://boardlife.co.kr/game/5588,2~5명,2,5,전략게임,7.546,https://search.shopping.naver.com/search/all?query=스탁파일 보드게임,https://www.google.com/search?q=스탁파일 보드게임
202,티그리스 앤 유프라테스,https://boardlife.co.kr/game/448,2~4명,2,4,전략게임,7.546,https://search.shopping.naver.com/search/all?query=티그리스 앤 유프라테스 보드게임,https://www.google.com/search?q=티그리스 앤 유프라테스 보드게임
203,야단법석 달리기,https://boardlife.co.kr/game/21287,2~6명,2,6,가족게임,7.544,https://search.shopping.naver.com/search/all?query=야단법석 달리기 보드게임,https://www.google.com/search?q=야단법석 달리기 보드게임
204,서버비아,https://boardlife.co.kr/game/583,1~4명,1,4,전략게임,7.544,https://search.shopping.naver.com/search/all?query=서버비아 보드게임,https://www.google.com/search?q=서버비아 보드게임
205,브룸 서비스,https://boardlife.co.kr/game/4680,2~5명,2,5,전략게임,7.542,https://search.shopping.naver.com/search/all?query=브룸 서비스 보드게임,https://www.google.com/search?q=브룸 서비스 보드게임
206,세키가하라: 일본의 통일,https://boardlife.co.kr/game/977,2명,2,2,워게임,7.540,https://search.shopping.naver.com/search/all?query=세키가하라: 일본의 통일 보드게임,https://www.google.com/search?q=세키가하라: 일본의 통일 보드게임
207,패스파인더 어드벤처 카드 게임: 룬로드의 부활 - 베이스 세트,https://boardlife.co.kr/game/2248,1~4명,1,4,테마게임,7.539,https://search.shopping.naver.com/search/all?query=패스파인더 어드벤처 카드 게임: 룬로드의 부활 - 베이스 세트 보드게임,https://www.google.com/search?q=패스파인더 어드벤처 카드 게임: 룬로드의 부활 - 베이스 세트 보드게임
208,카탄의 개척자,https://boardlife.co.kr/game/274,3~4명,3,4,전략게임,7.539,https://search.shopping.naver.com/search/all?query=카탄의 개척자 보드게임,https://www.google.com/search?q=카탄의 개척자 보드게임
209,몸바사,https://boardlife.co.kr/game/5657,2~4명,2,4,전략게임,7.538,https://search.shopping.naver.com/search/all?query=몸바사 보드게임,https://www.google.com/search?q=몸바사 보드게임
210,해녀,https://boardlife.co.kr/game/22056,2~5명,2,5,정보 없음,7.538,https://search.shopping.naver.com/search/all?query=해녀 보드게임,https://www.google.com/search?q=해녀 보드게임
211,스타 렐름,https://boardlife.co.kr/game/3779,2명,2,2,전략게임,7.535,https://search.shopping.naver.com/search/all?query=스타 렐름 보드게임,https://www.google.com/search?q=스타 렐름 보드게임
212,엔데버: 대항해시대,https://boardlife.co.kr/game/9992,2~5명,2,5,전략게임,7.533,https://search.shopping.naver.com/search/all?query=엔데버: 대항해시대 보드게임,https://www.google.com/search?q=엔데버: 대항해시대 보드게임
213,서쪽 왕국의 성기사,https://boardlife.co.kr/game/10619,1~4명,1,4,전략게임,7.529,https://search.shopping.naver.com/search/all?query=서쪽 왕국의 성기사 보드게임,https://www.google.com/search?q=서쪽 왕국의 성기사 보드게임
214,카멜롯의 그림자,https://boardlife.co.kr/game/186,3~7명,3,7,테마게임,7.528,https://search.shopping.naver.com/search/all?query=카멜롯의 그림자 보드게임,https://www.google.com/search?q=카멜롯의 그림자 보드게임
215,차가운 그녀가 눈을 뜨기 전에,https://boardlife.co.kr/game/15001,3~6명,3,6,테마게임,7.528,https://search.shopping.naver.com/search/all?query=차가운 그녀가 눈을 뜨기 전에 보드게임,https://www.google.com/search?q=차가운 그녀가 눈을 뜨기 전에 보드게임
216,바둑,https://boardlife.co.kr/game/2991,2명,2,2,추상게임,7.526,https://search.shopping.naver.com/search/all?query=바둑 보드게임,https://www.google.com/search?q=바둑 보드게임
217,클랭크! 레거시: 전리품 주식회사,https://boardlife.co.kr/game/11947,2~4명,2,4,테마게임,7.526,https://search.shopping.naver.com/search/all?query=클랭크! 레거시: 전리품 주식회사 보드게임,https://www.google.com/search?q=클랭크! 레거시: 전리품 주식회사 보드게임
218,배틀스타 갤럭티카 - 보드게임,https://boardlife.co.kr/game/177,3~6명,3,6,테마게임,7.525,https://search.shopping.naver.com/search/all?query=배틀스타 갤럭티카 - 보드게임 보드게임,https://www.google.com/search?q=배틀스타 갤럭티카 - 보드게임 보드게임
219,피드 더 크라켄,https://boardlife.co.kr/game/13704,5~11명,5,11,파티게임,7.524,https://search.shopping.naver.com/search/all?query=피드 더 크라켄 보드게임,https://www.google.com/search?q=피드 더 크라켄 보드게임
220,스위트 랜드,https://boardlife.co.kr/game/20251,1~4명,1,4,파티게임,7.522,https://search.shopping.naver.com/search/all?query=스위트 랜드 보드게임,https://www.google.com/search?q=스위트 랜드 보드게임
221,엔데버,https://boardlife.co.kr/game/841,3~5명,3,5,전략게임,7.516,https://search.shopping.naver.com/search/all?query=엔데버 보드게임,https://www.google.com/search?q=엔데버 보드게임
222,황금의 땅 엘도라도,https://boardlife.co.kr/game/14060,2~4명,2,4,가족게임,7.514,https://search.shopping.naver.com/search/all?query=황금의 땅 엘도라도 보드게임,https://www.google.com/search?q=황금의 땅 엘도라도 보드게임
223,아컴 호러 (3판),https://boardlife.co.kr/game/9790,1~6명,1,6,테마게임,7.512,https://search.shopping.naver.com/search/all?query=아컴 호러 (3판) 보드게임,https://www.google.com/search?q=아컴 호러 (3판) 보드게임
224,마리아,https://boardlife.co.kr/game/887,2~3명,2,3,워게임,7.512,https://search.shopping.naver.com/search/all?query=마리아 보드게임,https://www.google.com/search?q=마리아 보드게임
225,항로개척자,https://boardlife.co.kr/game/20444,1명,1,1,정보 없음,7.510,https://search.shopping.naver.com/search/all?query=항로개척자 보드게임,https://www.google.com/search?q=항로개척자 보드게임
226,블러드 레이지,https://boardlife.co.kr/game/5311,2~4명,2,4,전략게임,7.508,https://search.shopping.naver.com/search/all?query=블러드 레이지 보드게임,https://www.google.com/search?q=블러드 레이지 보드게임
227,화이트채플에서 온 편지,https://boardlife.co.kr/game/423,2~6명,2,6,전략게임,7.508,https://search.shopping.naver.com/search/all?query=화이트채플에서 온 편지 보드게임,https://www.google.com/search?q=화이트채플에서 온 편지 보드게임
228,롱 샷,https://boardlife.co.kr/game/378,3~8명,3,8,가족게임,7.507,https://search.shopping.naver.com/search/all?query=롱 샷 보드게임,https://www.google.com/search?q=롱 샷 보드게임
229,탑텐TV,https://boardlife.co.kr/game/15064,4~9명,4,9,파티게임,7.505,https://search.shopping.naver.com/search/all?query=탑텐TV 보드게임,https://www.google.com/search?q=탑텐TV 보드게임
230,아를의 평원,https://boardlife.co.kr/game/4179,1~2명,1,2,전략게임,7.504,https://search.shopping.naver.com/search/all?query=아를의 평원 보드게임,https://www.google.com/search?q=아를의 평원 보드게임
231,일곱번째 대륙,https://boardlife.co.kr/game/5919,1~4명,1,4,테마게임,7.500,https://search.shopping.naver.com/search/all?query=일곱번째 대륙 보드게임,https://www.google.com/search?q=일곱번째 대륙 보드게임
232,시즌스,https://boardlife.co.kr/game/91,2~4명,2,4,전략게임,7.498,https://search.shopping.naver.com/search/all?query=시즌스 보드게임,https://www.google.com/search?q=시즌스 보드게임
233,팬데믹,https://boardlife.co.kr/game/84,2~4명,2,4,전략게임,7.497,https://search.shopping.naver.com/search/all?query=팬데믹 보드게임,https://www.google.com/search?q=팬데믹 보드게임
234,시크릿 히틀러,https://boardlife.co.kr/game/6131,5~10명,5,10,파티게임,7.495,https://search.shopping.naver.com/search/all?query=시크릿 히틀러 보드게임,https://www.google.com/search?q=시크릿 히틀러 보드게임
235,타임 스토리즈,https://boardlife.co.kr/game/5323,2~4명,2,4,테마게임,7.494,https://search.shopping.naver.com/search/all?query=타임 스토리즈 보드게임,https://www.google.com/search?q=타임 스토리즈 보드게임
236,차이나타운,https://boardlife.co.kr/game/992,3~5명,3,5,전략게임,7.493,https://search.shopping.naver.com/search/all?query=차이나타운 보드게임,https://www.google.com/search?q=차이나타운 보드게임
237,아줄,https://boardlife.co.kr/game/9032,2~4명,2,4,추상게임,7.490,https://search.shopping.naver.com/search/all?query=아줄 보드게임,https://www.google.com/search?q=아줄 보드게임
238,하트 오브 크라운: 페어리 가든,https://boardlife.co.kr/game/11715,2~4명,2,4,전략게임,7.490,https://search.shopping.naver.com/search/all?query=하트 오브 크라운: 페어리 가든 보드게임,https://www.google.com/search?q=하트 오브 크라운: 페어리 가든 보드게임
239,액시스 & 얼라이즈: 1942,https://boardlife.co.kr/game/2564,2~5명,2,5,워게임,7.490,https://search.shopping.naver.com/search/all?query=액시스 & 얼라이즈: 1942 보드게임,https://www.google.com/search?q=액시스 & 얼라이즈: 1942 보드게임
240,불릿♥,https://boardlife.co.kr/game/14030,1~4명,1,4,가족게임,7.488,https://search.shopping.naver.com/search/all?query=불릿♥ 보드게임,https://www.google.com/search?q=불릿♥ 보드게임
241,어콰이어,https://boardlife.co.kr/game/4082,2~6명,2,6,전략게임,7.487,https://search.shopping.naver.com/search/all?query=어콰이어 보드게임,https://www.google.com/search?q=어콰이어 보드게임
242,스몰 월드,https://boardlife.co.kr/game/187,2~5명,2,5,전략게임,7.486,https://search.shopping.naver.com/search/all?query=스몰 월드 보드게임,https://www.google.com/search?q=스몰 월드 보드게임
243,디텍티브: 모던 크라임,https://boardlife.co.kr/game/10039,1~5명,1,5,테마게임,7.485,https://search.shopping.naver.com/search/all?query=디텍티브: 모던 크라임 보드게임,https://www.google.com/search?q=디텍티브: 모던 크라임 보드게임
244,어콰이어,https://boardlife.co.kr/game/7735,2~6명,2,6,전략게임,7.485,https://search.shopping.naver.com/search/all?query=어콰이어 보드게임,https://www.google.com/search?q=어콰이어 보드게임
245,메이지 워즈 아레나,https://boardlife.co.kr/game/784,2명,2,2,컬렉터블 게임,7.484,https://search.shopping.naver.com/search/all?query=메이지 워즈 아레나 보드게임,https://www.google.com/search?q=메이지 워즈 아레나 보드게임
246,코임브라,https://boardlife.co.kr/game/9852,2~4명,2,4,전략게임,7.481,https://search.shopping.naver.com/search/all?query=코임브라 보드게임,https://www.google.com/search?q=코임브라 보드게임
247,패치워크: 조각보,https://boardlife.co.kr/game/16277,1~2명,1,2,추상게임,7.481,https://search.shopping.naver.com/search/all?query=패치워크: 조각보 보드게임,https://www.google.com/search?q=패치워크: 조각보 보드게임
248,더 루프,https://boardlife.co.kr/game/14008,1~4명,1,4,전략게임,7.480,https://search.shopping.naver.com/search/all?query=더 루프 보드게임,https://www.google.com/search?q=더 루프 보드게임
249,윙스팬 아시아,https://boardlife.co.kr/game/16052,1~2명,1,2,전략게임,7.480,https://search.shopping.naver.com/search/all?query=윙스팬 아시아 보드게임,https://www.google.com/search?q=윙스팬 아시아 보드게임
250,월드 원더스,https://boardlife.co.kr/game/17257,1~5명,1,5,전략게임,7.478,https://search.shopping.naver.com/search/all?query=월드 원더스 보드게임,https://www.google.com/search?q=월드 원더스 보드게임
251,텔레스트레이션: 12인 파티팩,https://boardlife.co.kr/game/5157,4~12명,4,12,파티게임,7.474,https://search.shopping.naver.com/search/all?query=텔레스트레이션: 12인 파티팩 보드게임,https://www.google.com/search?q=텔레스트레이션: 12인 파티팩 보드게임
252,배틀 라인,https://boardlife.co.kr/game/581,2명,2,2,전략게임,7.470,https://search.shopping.naver.com/search/all?query=배틀 라인 보드게임,https://www.google.com/search?q=배틀 라인 보드게임
253,서스펙트 게임: 클로즈드 서클 미스터리,https://boardlife.co.kr/game/14526,4명,4,4,정보 없음,7.470,https://search.shopping.naver.com/search/all?query=서스펙트 게임: 클로즈드 서클 미스터리 보드게임,https://www.google.com/search?q=서스펙트 게임: 클로즈드 서클 미스터리 보드게임
254,스플렌더: 포켓몬,https://boardlife.co.kr/game/18277,2~4명,2,4,전략게임,7.469,https://search.shopping.naver.com/search/all?query=스플렌더: 포켓몬 보드게임,https://www.google.com/search?q=스플렌더: 포켓몬 보드게임
255,이스탄불,https://boardlife.co.kr/game/3764,2~5명,2,5,전략게임,7.469,https://search.shopping.naver.com/search/all?query=이스탄불 보드게임,https://www.google.com/search?q=이스탄불 보드게임
256,피렌체의 제후,https://boardlife.co.kr/game/230,2~5명,2,5,전략게임,7.468,https://search.shopping.naver.com/search/all?query=피렌체의 제후 보드게임,https://www.google.com/search?q=피렌체의 제후 보드게임
257,패치워크,https://boardlife.co.kr/game/4368,2명,2,2,추상게임,7.467,https://search.shopping.naver.com/search/all?query=패치워크 보드게임,https://www.google.com/search?q=패치워크 보드게임
258,라스베가스 로얄,https://boardlife.co.kr/game/11108,2~5명,2,5,가족게임,7.466,https://search.shopping.naver.com/search/all?query=라스베가스 로얄 보드게임,https://www.google.com/search?q=라스베가스 로얄 보드게임
259,테케누: 태양의 오벨리스크,https://boardlife.co.kr/game/13056,1~4명,1,4,전략게임,7.466,https://search.shopping.naver.com/search/all?query=테케누: 태양의 오벨리스크 보드게임,https://www.google.com/search?q=테케누: 태양의 오벨리스크 보드게임
260,반지의 제왕: 카드게임,https://boardlife.co.kr/game/436,1~2명,1,2,컬렉터블 게임,7.466,https://search.shopping.naver.com/search/all?query=반지의 제왕: 카드게임 보드게임,https://www.google.com/search?q=반지의 제왕: 카드게임 보드게임
261,루트비히의 성,https://boardlife.co.kr/game/4374,1~4명,1,4,전략게임,7.463,https://search.shopping.naver.com/search/all?query=루트비히의 성 보드게임,https://www.google.com/search?q=루트비히의 성 보드게임
262,석기시대,https://boardlife.co.kr/game/214,2~4명,2,4,전략게임,7.461,https://search.shopping.naver.com/search/all?query=석기시대 보드게임,https://www.google.com/search?q=석기시대 보드게임
263,카를로스 마그너스,https://boardlife.co.kr/game/2260,2~4명,2,4,전략게임,7.461,https://search.shopping.naver.com/search/all?query=카를로스 마그너스 보드게임,https://www.google.com/search?q=카를로스 마그너스 보드게임
264,스팀,https://boardlife.co.kr/game/181,3~5명,3,5,전략게임,7.460,https://search.shopping.naver.com/search/all?query=스팀 보드게임,https://www.google.com/search?q=스팀 보드게임
265,티펜탈의 선술집,https://boardlife.co.kr/game/10757,2~4명,2,4,전략게임,7.460,https://search.shopping.naver.com/search/all?query=티펜탈의 선술집 보드게임,https://www.google.com/search?q=티펜탈의 선술집 보드게임
266,러브 레터,https://boardlife.co.kr/game/81,2~4명,2,4,가족게임,7.459,https://search.shopping.naver.com/search/all?query=러브 레터 보드게임,https://www.google.com/search?q=러브 레터 보드게임
267,딕싯,https://boardlife.co.kr/game/14,3~8명,3,8,파티게임,7.459,https://search.shopping.naver.com/search/all?query=딕싯 보드게임,https://www.google.com/search?q=딕싯 보드게임
268,엑시트: 더 게임 - 버려진 오두막,https://boardlife.co.kr/game/8710,1~6명,1,6,테마게임,7.458,https://search.shopping.naver.com/search/all?query=엑시트: 더 게임 - 버려진 오두막 보드게임,https://www.google.com/search?q=엑시트: 더 게임 - 버려진 오두막 보드게임
269,신기루,https://boardlife.co.kr/game/9866,2~6명,2,6,정보 없음,7.456,https://search.shopping.naver.com/search/all?query=신기루 보드게임,https://www.google.com/search?q=신기루 보드게임
270,보라 보라,https://boardlife.co.kr/game/28,2~4명,2,4,전략게임,7.455,https://search.shopping.naver.com/search/all?query=보라 보라 보드게임,https://www.google.com/search?q=보라 보라 보드게임
271,튜링 머신,https://boardlife.co.kr/game/15886,1~4명,1,4,전략게임,7.454,https://search.shopping.naver.com/search/all?query=튜링 머신 보드게임,https://www.google.com/search?q=튜링 머신 보드게임
272,커맨드 & 컬러스: 고대,https://boardlife.co.kr/game/179,2명,2,2,워게임,7.452,https://search.shopping.naver.com/search/all?query=커맨드 & 컬러스: 고대 보드게임,https://www.google.com/search?q=커맨드 & 컬러스: 고대 보드게임
273,젝스님트,https://boardlife.co.kr/game/3237,2~10명,2,10,가족게임,7.451,https://search.shopping.naver.com/search/all?query=젝스님트 보드게임,https://www.google.com/search?q=젝스님트 보드게임
274,웨더 머신,https://boardlife.co.kr/game/14667,1~4명,1,4,전략게임,7.450,https://search.shopping.naver.com/search/all?query=웨더 머신 보드게임,https://www.google.com/search?q=웨더 머신 보드게임
275,7 원더스 (2판),https://boardlife.co.kr/game/14246,3~7명,3,7,전략게임,7.449,https://search.shopping.naver.com/search/all?query=7 원더스 (2판) 보드게임,https://www.google.com/search?q=7 원더스 (2판) 보드게임
276,마닐라,https://boardlife.co.kr/game/1084,3~5명,3,5,가족게임,7.449,https://search.shopping.naver.com/search/all?query=마닐라 보드게임,https://www.google.com/search?q=마닐라 보드게임
277,몰타의 관문,https://boardlife.co.kr/game/5972,2~5명,2,5,가족게임,7.446,https://search.shopping.naver.com/search/all?query=몰타의 관문 보드게임,https://www.google.com/search?q=몰타의 관문 보드게임
278,어콰이어,https://boardlife.co.kr/game/542,3~6명,3,6,전략게임,7.444,https://search.shopping.naver.com/search/all?query=어콰이어 보드게임,https://www.google.com/search?q=어콰이어 보드게임
279,웰컴 투 더 문,https://boardlife.co.kr/game/14877,1~6명,1,6,가족게임,7.444,https://search.shopping.naver.com/search/all?query=웰컴 투 더 문 보드게임,https://www.google.com/search?q=웰컴 투 더 문 보드게임
280,레전더리 인카운터: 에일리언 덱 빌딩 게임,https://boardlife.co.kr/game/4171,1~5명,1,5,테마게임,7.443,https://search.shopping.naver.com/search/all?query=레전더리 인카운터: 에일리언 덱 빌딩 게임 보드게임,https://www.google.com/search?q=레전더리 인카운터: 에일리언 덱 빌딩 게임 보드게임
281,아그리콜라 15,https://boardlife.co.kr/game/15508,1~4명,1,4,정보 없음,7.442,https://search.shopping.naver.com/search/all?query=아그리콜라 15 보드게임,https://www.google.com/search?q=아그리콜라 15 보드게임
282,언락 6,https://boardlife.co.kr/game/16541,1~6명,1,6,테마게임,7.441,https://search.shopping.naver.com/search/all?query=언락 6 보드게임,https://www.google.com/search?q=언락 6 보드게임
283,팬데믹: 이베리아,https://boardlife.co.kr/game/6841,2~5명,2,5,전략게임,7.440,https://search.shopping.naver.com/search/all?query=팬데믹: 이베리아 보드게임,https://www.google.com/search?q=팬데믹: 이베리아 보드게임
284,위저드 익스트림,https://boardlife.co.kr/game/2768,3~5명,3,5,가족게임,7.440,https://search.shopping.naver.com/search/all?query=위저드 익스트림 보드게임,https://www.google.com/search?q=위저드 익스트림 보드게임
285,타르기,https://boardlife.co.kr/game/1324,2명,2,2,전략게임,7.440,https://search.shopping.naver.com/search/all?query=타르기 보드게임,https://www.google.com/search?q=타르기 보드게임
286,너도? 나도! 파티,https://boardlife.co.kr/game/11869,3~12명,3,12,정보 없음,7.440,https://search.shopping.naver.com/search/all?query=너도? 나도! 파티 보드게임,https://www.google.com/search?q=너도? 나도! 파티 보드게임
